,entry_time,side,entry_price,exit_time,exit_price,bars_held,pnl_price_usd,funding_usd,fees_usd,pnl_total_usd,exit_reason
83,2024-11-05 16:00:00+00:00,LONG,68822.79419999999,2025-08-31 20:00:00+00:00,108208.4,1795,5722.755993536805,587.8407999999998,-8.0,6302.596793536805,eod_close
84,2024-11-07 16:00:00+00:00,LONG,74814.28845,2024-11-08 00:00:00+00:00,75900.4,2,145.1743473742817,2.0,-8.0,139.1743473742817,time_long_no_reclaim
85,2024-11-07 20:00:00+00:00,SHORT,76043.5592,2024-11-08 08:00:00+00:00,75951.9,3,12.053512613597883,-2.0,-8.0,2.053512613597883,cap_persist
86,2024-11-09 20:00:00+00:00,LONG,76343.85285,2025-04-07 04:00:00+00:00,75084.1,890,-165.01038432984893,360.46779999999984,-8.0,187.4574156701509,time_long_no_reclaim
87,2024-11-11 20:00:00+00:00,LONG,84156.25709999999,2024-11-12 08:00:00+00:00,87229.5,3,365.1829353993463,9.287,-8.0,366.4699353993463,time_long_no_reclaim
88,2024-11-12 08:00:00+00:00,SHORT,88101.02745000001,2024-11-12 16:00:00+00:00,88762.8,2,-75.1151909522929,-8.2491,-8.0,-91.3642909522929,cap_persist
89,2024-11-14 04:00:00+00:00,LONG,90458.50665,2024-11-14 16:00:00+00:00,89502.7,3,-105.66243965293265,2.0,-8.0,-111.66243965293265,time_long_no_reclaim
90,2024-11-16 04:00:00+00:00,LONG,91120.1373,2024-11-16 20:00:00+00:00,90643.3,4,-52.33061693378227,2.3231,-8.0,-58.00751693378227,time_long_no_reclaim
91,2024-11-18 04:00:00+00:00,LONG,89944.84994999999,2024-11-18 16:00:00+00:00,90657.8,3,79.26524424648474,5.7768,-8.0,77.04204424648474,time_long_no_reclaim
92,2024-11-20 04:00:00+00:00,LONG,92382.06794999998,2024-11-26 08:00:00+00:00,92420.0,37,4.105997066503608,25.5482,-8.0,21.65419706650361,time_long_no_reclaim
93,2024-11-22 04:00:00+00:00,LONG,98415.9834,2024-11-22 16:00:00+00:00,99112.6,3,70.7828724495596,2.0,-8.0,64.7828724495596,time_long_no_reclaim
94,2024-11-24 04:00:00+00:00,LONG,97774.36275,2024-11-24 16:00:00+00:00,96396.8,3,-140.89202028575664,3.9375999999999998,-8.0,-144.95442028575664,struct_long
95,2024-11-27 20:00:00+00:00,LONG,95658.30524999999,2024-11-28 08:00:00+00:00,95509.9,3,-15.514099859091912,2.4326,-8.0,-21.081499859091913,time_long_no_reclaim
96,2024-12-01 20:00:00+00:00,LONG,97129.94069999999,2024-12-02 08:00:00+00:00,95191.3,3,-199.59249290471215,5.0282,-8.0,-202.56429290471215,time_long_no_reclaim
97,2024-12-06 04:00:00+00:00,LONG,97050.00074999999,2024-12-09 08:00:00+00:00,98157.4,19,114.10605269881913,18.5652,-8.0,124.67125269881913,time_long_no_reclaim
98,2024-12-10 08:00:00+00:00,LONG,97006.47899999999,2024-12-10 16:00:00+00:00,95862.9,2,-117.88686815444538,2.0,-8.0,-123.88686815444538,time_long_no_reclaim
99,2024-12-12 12:00:00+00:00,LONG,100531.8408,2024-12-13 00:00:00+00:00,99690.6,3,-83.67904072040022,2.0,-8.0,-89.67904072040022,time_long_no_reclaim
100,2024-12-15 00:00:00+00:00,LONG,101343.64649999999,2024-12-18 20:00:00+00:00,100181.1,23,-114.71330864337715,11.440000000000001,-8.0,-111.27330864337715,time_long_no_reclaim
101,2024-12-17 00:00:00+00:00,LONG,106599.273,2024-12-17 08:00:00+00:00,106777.2,2,16.691202012231177,1.7866,-8.0,10.477802012231177,time_long_no_reclaim
102,2024-12-23 20:00:00+00:00,LONG,93264.20880000001,2024-12-24 08:00:00+00:00,94369.0,3,118.45821823987856,2.0,-8.0,112.45821823987856,time_long_no_reclaim
103,2024-12-26 16:00:00+00:00,LONG,95710.53134999999,2024-12-27 04:00:00+00:00,95074.4,3,-66.46409136250142,1.8585,-8.0,-72.60559136250141,time_long_no_reclaim
104,2024-12-28 16:00:00+00:00,LONG,94758.65565,2024-12-29 08:00:00+00:00,94986.1,4,24.002488051337867,2.3186,-8.0,18.321088051337867,time_long_no_reclaim
105,2025-01-02 20:00:00+00:00,LONG,96476.71424999999,2025-01-03 08:00:00+00:00,96710.5,3,24.23234993204737,2.0,-8.0,18.23234993204737,time_long_no_reclaim
106,2025-01-04 20:00:00+00:00,LONG,97672.4118,2025-01-05 08:00:00+00:00,97609.5,3,-6.441102337968463,2.0,-8.0,-12.441102337968463,time_long_no_reclaim
107,2025-01-07 00:00:00+00:00,SHORT,101720.81415,2025-01-07 08:00:00+00:00,100787.0,2,91.80167872260392,-1.8903,-8.0,81.91137872260393,time_short
108,2025-01-10 00:00:00+00:00,LONG,91904.22915,2025-01-13 04:00:00+00:00,93557.9,19,179.93414071304502,4.3459,-8.0,176.28004071304503,time_long_no_reclaim
109,2025-01-12 00:00:00+00:00,LONG,94253.60325,2025-01-12 08:00:00+00:00,94209.0,2,-4.73225940038513,0.8219000000000001,-8.0,-11.91035940038513,time_long_no_reclaim
110,2025-01-14 00:00:00+00:00,LONG,92320.9374,2025-02-03 00:00:00+00:00,94001.6,120,182.04566020795232,47.21030000000001,-8.0,221.25596020795234,fresh_low_cont
111,2025-01-19 20:00:00+00:00,SHORT,104883.532,2025-01-20 08:00:00+00:00,108267.5,3,-322.64054570549706,-2.0,-8.0,-332.64054570549706,struct_short
112,2025-01-21 12:00:00+00:00,LONG,102031.69034999999,2025-01-22 20:00:00+00:00,103664.9,8,160.06886138978825,4.0,-8.0,156.06886138978825,time_long_no_reclaim
113,2025-01-24 00:00:00+00:00,LONG,103765.55685,2025-01-26 20:00:00+00:00,102560.1,17,-116.17119269571874,6.6196,-8.0,-117.55159269571874,time_long_no_reclaim
114,2025-01-27 12:00:00+00:00,LONG,99045.79815,2025-01-27 16:00:00+00:00,99660.4,1,62.05228909046845,0.0098,-8.0,54.06208909046845,fresh_low_cont
115,2025-01-31 08:00:00+00:00,LONG,104338.84335,2025-01-31 16:00:00+00:00,102275.8,2,-197.72534214123948,2.0,-8.0,-203.72534214123948,time_long_no_reclaim
116,2025-02-05 04:00:00+00:00,LONG,97758.75494999999,2025-02-05 16:00:00+00:00,97327.1,3,-44.15511942851169,0.6384,-8.0,-51.51671942851169,time_long_no_reclaim
117,2025-02-12 00:00:00+00:00,LONG,95035.49399999999,2025-02-18 16:00:00+00:00,94062.1,40,-102.42425845652825,10.137299999999998,-8.0,-100.28695845652825,time_long_no_reclaim
118,2025-02-21 08:00:00+00:00,LONG,98155.15305,2025-02-21 16:00:00+00:00,95247.5,2,-296.23030066682765,0.21890000000000004,-8.0,-304.0114006668276,fresh_low_cont
119,2025-02-24 08:00:00+00:00,LONG,95435.79405,2025-02-24 16:00:00+00:00,93916.1,2,-159.23732443655302,0.8931,-8.0,-166.34422443655302,time_long_no_reclaim
120,2025-02-28 20:00:00+00:00,LONG,83990.07405,2025-03-04 00:00:00+00:00,83929.0,19,-7.271579492076352,-1.4707,-8.0,-16.742279492076353,time_long_no_reclaim
121,2025-03-02 20:00:00+00:00,LONG,87433.79505,2025-03-03 08:00:00+00:00,92700.0,3,602.3077171691416,-0.47269999999999995,-8.0,593.8350171691416,time_long_no_reclaim
122,2025-03-07 12:00:00+00:00,LONG,88352.9544,2025-03-08 00:00:00+00:00,85880.0,3,-279.89493014621837,0.7355999999999999,-8.0,-287.1593301462184,time_long_no_reclaim
123,2025-03-19 04:00:00+00:00,LONG,82707.43305,2025-03-29 08:00:00+00:00,82255.1,61,-54.690737376233976,6.390899999999999,-8.0,-56.299837376233974,time_long_no_reclaim
124,2025-03-26 04:00:00+00:00,LONG,87413.4849,2025-03-26 16:00:00+00:00,86525.3,3,-101.60730933174267,-0.14229999999999998,-8.0,-109.74960933174268,time_long_no_reclaim
125,2025-04-05 20:00:00+00:00,LONG,82617.68819999999,2025-04-06 00:00:00+00:00,83301.7,1,82.7924158739668,0.0221,-8.0,74.8145158739668,fresh_low_cont
126,2025-04-09 16:00:00+00:00,LONG,76242.20205,2025-04-10 00:00:00+00:00,81731.8,2,720.0209073709462,1.4561000000000002,-8.0,713.4770073709462,time_long_no_reclaim
127,2025-04-11 16:00:00+00:00,LONG,82137.6483,2025-04-12 00:00:00+00:00,82940.3,2,97.72031664071923,0.6944,-8.0,90.41471664071923,time_long_no_reclaim
128,2025-04-14 20:00:00+00:00,LONG,84096.42719999999,2025-04-15 16:00:00+00:00,83954.6,5,-16.86483061434818,0.6416,-8.0,-24.22323061434818,time_long_no_reclaim
129,2025-04-20 00:00:00+00:00,LONG,85096.82715,2025-04-20 08:00:00+00:00,84084.6,2,-118.95004595362191,-0.1376,-8.0,-127.08764595362192,time_long_no_reclaim
130,2025-04-22 20:00:00+00:00,LONG,90926.6406,2025-04-23 12:00:00+00:00,93140.3,4,243.45553573657642,-0.0015000000000000013,-8.0,235.45403573657643,time_long_no_reclaim
131,2025-04-24 20:00:00+00:00,LONG,93191.3724,2025-04-27 08:00:00+00:00,93871.1,15,72.93889793600795,-1.3638000000000001,-8.0,63.57509793600795,time_long_no_reclaim
132,2025-04-28 20:00:00+00:00,LONG,93819.68639999999,2025-04-29 12:00:00+00:00,94790.7,4,103.4978518111962,-0.036000000000000004,-8.0,95.4618518111962,time_long_no_reclaim
133,2025-04-30 20:00:00+00:00,LONG,93995.37419999999,2025-05-05 00:00:00+00:00,94001.1,25,0.6091576366129559,-2.8355,-8.0,-10.226342363387044,time_long_no_reclaim
134,2025-05-11 12:00:00+00:00,LONG,103379.56394999998,2025-05-12 00:00:00+00:00,104064.0,3,66.20612661232039,1.4454,-8.0,59.651526612320396,time_long_no_reclaim
135,2025-05-15 20:00:00+00:00,LONG,103262.80559999999,2025-05-16 08:00:00+00:00,103614.5,3,34.05818754938173,1.2039,-8.0,27.262087549381725,time_long_no_reclaim
136,2025-05-17 20:00:00+00:00,LONG,102951.45,2025-05-19 08:00:00+00:00,102912.0,9,-3.831903290336669,3.4675000000000002,-8.0,-8.364403290336668,time_long_no_reclaim
137,2025-05-19 00:00:00+00:00,SHORT,103782.083,2025-05-19 08:00:00+00:00,102912.0,2,83.83749630463622,-1.2029999999999998,-8.0,74.63449630463622,time_short
138,2025-05-24 04:00:00+00:00,LONG,107325.13575,2025-05-25 08:00:00+00:00,107214.0,7,-10.355053289555771,2.7334,-8.0,-15.621653289555772,time_long_no_reclaim
139,2025-06-05 00:00:00+00:00,LONG,104922.83519999999,2025-06-05 08:00:00+00:00,104772.7,2,-14.309106279277728,0.29450000000000004,-8.0,-22.01460627927773,time_long_no_reclaim
140,2025-06-07 00:00:00+00:00,LONG,104228.98844999999,2025-06-13 00:00:00+00:00,104233.9,36,0.47122687009126807,6.1229,-8.0,-1.4058731299087324,fresh_low_cont
141,2025-06-13 08:00:00+00:00,LONG,104286.01694999999,2025-06-14 12:00:00+00:00,104783.4,7,47.69412664772376,0.9402999999999999,-8.0,40.634426647723764,time_long_no_reclaim
142,2025-06-23 04:00:00+00:00,LONG,100955.15234999999,2025-06-23 08:00:00+00:00,101248.5,1,29.05722423983015,-0.2809,-8.0,20.77632423983015,fresh_low_cont
143,2025-06-25 04:00:00+00:00,LONG,106087.91745,2025-07-01 12:00:00+00:00,105908.3,38,-16.930999713953288,5.495899999999999,-8.0,-19.43509971395329,time_long_no_reclaim
144,2025-06-28 08:00:00+00:00,LONG,107301.624,2025-06-28 16:00:00+00:00,107162.5,2,-12.965693790430999,1.0487,-8.0,-19.916993790431,time_long_no_reclaim
145,2025-07-05 04:00:00+00:00,LONG,107989.36769999999,2025-07-06 00:00:00+00:00,107996.3,5,0.6419428271198235,0.9000999999999999,-8.0,-6.457957172880176,time_long_no_reclaim
146,2025-07-11 12:00:00+00:00,SHORT,117463.93865,2025-07-12 00:00:00+00:00,117730.0,3,-22.65047069405446,-2.0,-8.0,-32.65047069405446,cap_persist
147,2025-07-14 04:00:00+00:00,LONG,119097.81915,2025-07-14 16:00:00+00:00,119920.0,3,69.03408104933506,2.0,-8.0,63.03408104933506,time_long_no_reclaim
148,2025-07-17 12:00:00+00:00,LONG,118353.04694999999,2025-07-18 12:00:00+00:00,117830.0,6,-44.193788286748244,3.0,-8.0,-49.193788286748244,time_long_no_reclaim
149,2025-07-20 04:00:00+00:00,LONG,117873.30719999998,2025-07-20 20:00:00+00:00,117216.0,4,-55.76387187344323,2.0,-8.0,-61.76387187344323,time_long_no_reclaim
150,2025-07-22 04:00:00+00:00,LONG,117388.8651,2025-07-25 00:00:00+00:00,115384.6,17,-170.7372414149011,9.0,-8.0,-169.7372414149011,time_long_no_reclaim
151,2025-07-23 00:00:00+00:00,SHORT,119226.85675,2025-07-23 08:00:00+00:00,118484.8,2,62.239060076537676,-2.0,-8.0,52.239060076537676,time_short
152,2025-07-24 08:00:00+00:00,LONG,118510.72575,2025-07-24 20:00:00+00:00,118294.3,3,-18.26212341797251,2.0,-8.0,-24.26212341797251,time_long_no_reclaim
153,2025-07-26 08:00:00+00:00,LONG,117514.5279,2025-07-29 12:00:00+00:00,117345.7,19,-14.366555609505172,10.0,-8.0,-12.366555609505172,time_long_no_reclaim
154,2025-07-29 00:00:00+00:00,LONG,118109.025,2025-07-29 08:00:00+00:00,118560.0,2,38.18294156606727,2.0,-8.0,32.18294156606727,time_long_no_reclaim
155,2025-07-31 00:00:00+00:00,LONG,116923.6326,2025-07-31 08:00:00+00:00,118330.9,2,120.35782405207307,1.5694,-8.0,113.92722405207307,fresh_low_cont
156,2025-08-02 00:00:00+00:00,LONG,113335.13925,2025-08-02 08:00:00+00:00,113732.5,2,35.0606839705292,0.5704,-8.0,27.631083970529197,time_long_no_reclaim
157,2025-08-04 04:00:00+00:00,LONG,114207.87539999999,2025-08-05 00:00:00+00:00,114215.0,5,0.6238273827485763,1.6732,-8.0,-5.702972617251424,time_long_no_reclaim
158,2025-08-08 08:00:00+00:00,LONG,116750.54609999999,2025-08-08 12:00:00+00:00,116162.0,1,-50.410565060302616,0.1729,-8.0,-58.23766506030262,fresh_low_cont
159,2025-08-13 08:00:00+00:00,LONG,119495.718,2025-08-14 12:00:00+00:00,118185.9,7,-109.61212852832136,4.0,-8.0,-113.61212852832136,time_long_no_reclaim
160,2025-08-14 04:00:00+00:00,SHORT,123262.23805,2025-08-14 16:00:00+00:00,117889.5,3,435.8786709535978,-2.0,-8.0,425.8786709535978,time_short
161,2025-08-18 12:00:00+00:00,LONG,115210.7766,2025-08-19 00:00:00+00:00,114756.6,3,-39.42136433789045,1.2433,-8.0,-46.178064337890454,time_long_no_reclaim
162,2025-08-20 16:00:00+00:00,LONG,113684.31374999999,2025-08-21 00:00:00+00:00,113912.1,2,20.03673527914751,0.6079000000000001,-8.0,12.644635279147511,time_long_no_reclaim
163,2025-08-26 04:00:00+00:00,LONG,110119.03199999999,2025-08-26 08:00:00+00:00,109842.2,1,-25.13934194408818,0.39,-8.0,-32.74934194408818,fresh_low_cont
164,2025-08-30 00:00:00+00:00,LONG,108209.57775,2025-08-31 08:00:00+00:00,108350.0,8,12.976878102641809,2.7060999999999997,-8.0,7.682978102641808,fresh_low_cont
