entry_time,side,entry_price,exit_time,exit_price,bars_held,pnl_price_usd,funding_usd,fees_usd,pnl_total_usd,exit_reason
2024-01-04 08:00:00+00:00,LONG,43128.22392,2024-01-12 20:00:00+00:00,42788.9,51,-78.67792576606413,26.0,-8.0,-60.677925766064135,time_long_no_reclaim
2024-01-06 12:00:00+00:00,LONG,43654.02906,2024-01-08 00:00:00+00:00,43501.9,9,-34.84880165148252,5.0,-8.0,-37.84880165148252,time_long_no_reclaim
2024-01-08 12:00:00+00:00,LONG,43978.794,2024-01-12 12:00:00+00:00,44495.1,24,117.39885363841518,12.0,-8.0,121.39885363841518,time_long_no_reclaim
2024-01-10 12:00:00+00:00,LONG,45775.55328,2024-01-12 12:00:00+00:00,44495.1,12,-279.7242607135131,6.0,-8.0,-281.7242607135131,time_long_no_reclaim
2024-01-13 04:00:00+00:00,LONG,42797.45778,2024-01-13 16:00:00+00:00,42791.1,3,-1.4855508550715157,2.0,-8.0,-7.485550855071516,time_long_no_reclaim
2024-01-15 04:00:00+00:00,LONG,41743.24698,2024-01-15 20:00:00+00:00,42515.0,4,184.88092705623905,2.0,-8.0,178.88092705623905,time_long_no_reclaim
2024-01-17 20:00:00+00:00,LONG,42486.79566,2024-01-18 08:00:00+00:00,42540.0,3,12.522558873528933,2.0,-8.0,6.522558873528933,time_long_no_reclaim
2024-01-19 20:00:00+00:00,LONG,40905.1794,2024-01-20 08:00:00+00:00,41583.6,3,165.85200455079718,2.0,-8.0,159.85200455079718,time_long_no_reclaim
2024-01-22 08:00:00+00:00,LONG,41207.83992,2024-01-22 16:00:00+00:00,39812.5,2,-338.6103039394639,2.0,-8.0,-344.6103039394639,time_long_no_reclaim
2024-01-24 08:00:00+00:00,LONG,39619.12224,2024-01-24 16:00:00+00:00,39797.4,2,44.997907555865964,2.0,-8.0,38.997907555865964,time_long_no_reclaim
2024-01-26 08:00:00+00:00,LONG,40065.011399999996,2025-08-31 20:00:00+00:00,108208.4,3501,17008.20397120866,1449.5999999999992,-8.0,18449.803971208657,eod_close
2024-01-28 08:00:00+00:00,LONG,42218.441999999995,2024-01-28 12:00:00+00:00,42244.5,1,6.172184184343177,0.47250000000000003,-8.0,-1.355315815656823,fresh_low_cont
2024-01-30 08:00:00+00:00,LONG,43511.60058,2024-01-30 20:00:00+00:00,42918.3,3,-136.35457489300063,1.4641000000000002,-8.0,-142.89047489300063,time_long_no_reclaim
2024-02-06 12:00:00+00:00,LONG,42878.574,2024-02-07 00:00:00+00:00,42783.0,3,-22.289453935665506,1.7527,-8.0,-28.536753935665505,time_long_no_reclaim
2024-02-06 20:00:00+00:00,SHORT,43223.3536,2024-02-07 08:00:00+00:00,42917.4,3,70.7843271096853,-1.29,-8.0,61.49432710968529,time_short
2024-02-08 12:00:00+00:00,LONG,44509.70016,2024-02-08 16:00:00+00:00,45260.1,1,168.59242756130044,0.259,-8.0,160.85142756130043,fresh_low_cont
2024-02-13 12:00:00+00:00,LONG,50029.90398,2025-08-31 20:00:00+00:00,108208.4,3392,11628.744289266971,1400.816599999999,-8.0,13021.56088926697,eod_close
2024-02-15 04:00:00+00:00,SHORT,51812.83536,2024-02-15 16:00:00+00:00,52022.0,3,-40.36927115582678,-2.0,-8.0,-50.36927115582678,cap_persist
2024-02-15 12:00:00+00:00,LONG,51812.76048,2024-02-16 04:00:00+00:00,51786.4,4,-5.087642456373942,2.0,-8.0,-11.087642456373942,time_long_no_reclaim
2024-02-21 20:00:00+00:00,LONG,51193.93674,2024-02-22 08:00:00+00:00,51659.2,3,90.88249305048367,2.348,-8.0,85.23049305048367,time_long_no_reclaim
2024-02-24 04:00:00+00:00,LONG,50782.05438,2025-08-31 20:00:00+00:00,108208.4,3328,11308.393549871187,1361.2314999999987,-8.0,12661.625049871185,eod_close
2024-03-06 04:00:00+00:00,LONG,63760.14948,2024-03-06 12:00:00+00:00,66541.3,2,436.1894604516858,3.3876,-8.0,431.57706045168584,fresh_low_cont
2024-03-09 04:00:00+00:00,LONG,68193.83604,2024-03-09 16:00:00+00:00,68255.0,3,8.969133216691905,5.7688,-8.0,6.7379332166919035,time_long_no_reclaim
2024-03-14 04:00:00+00:00,LONG,73142.22552,2024-03-14 16:00:00+00:00,69500.4,3,-497.91013249989135,7.7011,-8.0,-498.20903249989135,struct_long
2024-03-17 04:00:00+00:00,LONG,65364.0702,2024-03-19 04:00:00+00:00,64742.1,12,-95.15475368913062,14.749600000000001,-8.0,-88.40515368913061,time_long_no_reclaim
2024-03-20 04:00:00+00:00,LONG,61986.49482,2024-04-16 00:00:00+00:00,62937.6,161,153.4374838844932,144.2786,-8.0,289.7160838844932,time_long_no_reclaim
2024-03-23 04:00:00+00:00,LONG,63838.7652,2024-03-23 20:00:00+00:00,64020.3,4,28.436452276492385,2.0806,-8.0,22.517052276492386,time_long_no_reclaim
2024-04-01 00:00:00+00:00,SHORT,71120.87298000001,2024-04-01 08:00:00+00:00,69520.4,2,225.03562075933624,-10.3652,-8.0,206.67042075933625,time_short
2024-04-02 08:00:00+00:00,LONG,66747.44682,2024-04-02 12:00:00+00:00,64928.3,1,-272.5417834940935,1.0,-8.0,-279.5417834940935,fresh_low_cont
2024-04-04 08:00:00+00:00,LONG,65650.32744,2024-04-13 16:00:00+00:00,64779.1,56,-132.7072497538173,39.3151,-8.0,-101.3921497538173,time_long_no_reclaim
2024-04-06 12:00:00+00:00,LONG,67998.69702,2024-04-12 16:00:00+00:00,66867.5,37,-166.35569056084987,29.315099999999994,-8.0,-145.04059056084986,time_long_no_reclaim
2024-04-08 12:00:00+00:00,LONG,70759.54908,2024-04-09 00:00:00+00:00,71339.0,3,81.89013744913431,5.6104,-8.0,79.50053744913431,time_long_no_reclaim
2024-04-10 20:00:00+00:00,LONG,68701.63758,2024-04-11 08:00:00+00:00,70043.3,3,195.28827365107526,3.4132,-8.0,190.70147365107525,time_long_no_reclaim
2024-04-13 04:00:00+00:00,LONG,67149.82728,2024-04-13 16:00:00+00:00,64779.1,3,-353.0503913456973,2.0,-8.0,-359.0503913456973,time_long_no_reclaim
2024-04-15 04:00:00+00:00,LONG,65629.02317999999,2024-04-15 08:00:00+00:00,65848.6,1,33.457273834136544,0.1759,-8.0,25.633173834136542,fresh_low_cont
2024-04-17 12:00:00+00:00,LONG,63273.45216,2024-04-30 12:00:00+00:00,60764.9,78,-396.4620349236847,14.8743,-8.0,-389.5877349236847,struct_long
2024-04-20 12:00:00+00:00,LONG,63950.68758,2024-04-21 16:00:00+00:00,64506.9,7,86.97520559168393,1.3568,-8.0,80.33200559168394,time_long_no_reclaim
2024-04-22 20:00:00+00:00,LONG,65979.99336000001,2024-04-23 08:00:00+00:00,66023.5,3,6.5939139706494565,0.40040000000000003,-8.0,-1.0056860293505432,time_long_no_reclaim
2024-04-28 16:00:00+00:00,LONG,63471.79182,2024-04-29 00:00:00+00:00,62259.9,2,-190.93392281043674,0.5254,-8.0,-198.40852281043675,time_long_no_reclaim
2024-05-03 00:00:00+00:00,LONG,59336.26488,2024-05-03 04:00:00+00:00,59158.1,1,-30.026305221658724,-0.15489999999999998,-8.0,-38.18120522165873,fresh_low_cont
2024-05-10 08:00:00+00:00,LONG,62892.576,2024-05-10 16:00:00+00:00,60682.4,2,-351.4208099855853,1.3586999999999998,-8.0,-358.0621099855853,time_long_no_reclaim
2024-05-15 12:00:00+00:00,LONG,62169.83148,2024-06-18 12:00:00+00:00,64676.8,204,403.24518505514993,94.24619999999999,-8.0,489.4913850551499,fresh_low_cont
2024-05-18 20:00:00+00:00,LONG,66794.75627999999,2024-05-19 12:00:00+00:00,66863.0,4,10.216927765098749,0.8549,-8.0,3.0718277650987496,time_long_no_reclaim
2024-05-24 12:00:00+00:00,LONG,67204.63824,2024-05-28 00:00:00+00:00,68070.0,21,128.76518387163082,11.0,-8.0,131.76518387163082,time_long_no_reclaim
2024-05-27 04:00:00+00:00,LONG,68538.00486,2024-05-28 00:00:00+00:00,68070.0,5,-68.28399235664584,3.0,-8.0,-73.28399235664584,time_long_no_reclaim
2024-05-30 12:00:00+00:00,LONG,67641.32556,2024-05-31 04:00:00+00:00,68226.1,4,86.45224426911736,2.4599,-8.0,80.91214426911736,time_long_no_reclaim
2024-06-01 12:00:00+00:00,LONG,67691.43557999999,2024-06-11 04:00:00+00:00,67582.0,58,-16.166828057687653,30.838,-8.0,6.671171942312348,time_long_no_reclaim
2024-06-04 12:00:00+00:00,LONG,69068.51094,2024-06-07 16:00:00+00:00,69287.2,19,31.662628457413966,11.1987,-8.0,34.86132845741397,time_long_no_reclaim
2024-06-07 04:00:00+00:00,LONG,70844.166,2024-06-07 16:00:00+00:00,69287.2,3,-219.7733543789615,2.0166,-8.0,-225.7567543789615,time_long_no_reclaim
2024-06-09 08:00:00+00:00,LONG,69314.76018,2024-06-10 04:00:00+00:00,69325.3,5,1.5205736805024017,3.0,-8.0,-3.4794263194975983,time_long_no_reclaim
2024-06-11 08:00:00+00:00,LONG,68485.99446,2024-06-13 12:00:00+00:00,66464.4,13,-295.1836322068369,7.0,-8.0,-296.1836322068369,time_long_no_reclaim
2024-06-13 08:00:00+00:00,LONG,67484.59422,2024-06-13 16:00:00+00:00,66620.8,2,-127.99872770724919,2.0,-8.0,-133.9987277072492,time_long_no_reclaim
2024-06-15 08:00:00+00:00,LONG,66279.25319999999,2024-06-15 16:00:00+00:00,66144.2,2,-20.376391326025754,2.0,-8.0,-26.376391326025754,time_long_no_reclaim
2024-06-17 12:00:00+00:00,LONG,66160.52946,2024-06-18 08:00:00+00:00,65339.2,5,-124.14191160555532,2.8236,-8.0,-129.31831160555532,fresh_low_cont
2024-06-19 20:00:00+00:00,LONG,64907.979,2024-06-20 12:00:00+00:00,64794.4,4,-17.498465019223364,0.9887,-8.0,-24.509765019223362,time_long_no_reclaim
2024-06-22 16:00:00+00:00,LONG,64257.849,2024-06-23 12:00:00+00:00,64071.8,5,-28.953505742154164,2.2307,-8.0,-34.722805742154165,fresh_low_cont
2024-06-29 04:00:00+00:00,LONG,60441.88596,2024-06-29 20:00:00+00:00,60982.4,4,89.42706393339606,2.0,-8.0,83.42706393339606,time_long_no_reclaim
2024-07-01 04:00:00+00:00,LONG,62778.5532,2024-07-01 16:00:00+00:00,63207.6,3,68.34289389134884,2.0,-8.0,62.34289389134884,time_long_no_reclaim
2024-07-03 08:00:00+00:00,LONG,60995.6967,2024-07-03 16:00:00+00:00,59661.2,2,-218.7853852319399,2.0,-8.0,-224.7853852319399,time_long_no_reclaim
2024-07-05 08:00:00+00:00,LONG,55225.64292,2024-07-08 00:00:00+00:00,55136.6,16,-16.12347367852096,6.432199999999999,-8.0,-17.69127367852096,time_long_no_reclaim
2024-07-09 12:00:00+00:00,LONG,57113.9205,2024-07-10 16:00:00+00:00,57374.1,7,45.55448089052172,3.471,-8.0,41.02548089052172,time_long_no_reclaim
2024-07-12 12:00:00+00:00,LONG,57082.81428,2024-07-13 00:00:00+00:00,57792.4,3,124.30811776717564,1.2356,-8.0,117.54371776717565,time_long_no_reclaim
2024-07-14 12:00:00+00:00,LONG,60043.306260000005,2024-08-04 12:00:00+00:00,59070.0,126,-162.10071040814844,34.844,-8.0,-135.25671040814845,time_long_no_reclaim
2024-07-16 20:00:00+00:00,LONG,64846.86678,2024-07-17 08:00:00+00:00,64700.0,3,-22.648246136279802,-0.16440000000000002,-8.0,-30.812646136279803,time_long_no_reclaim
2024-07-26 20:00:00+00:00,LONG,67541.5056,2024-07-27 20:00:00+00:00,67873.8,6,49.19854792221345,2.3678,-8.0,43.56634792221345,time_long_no_reclaim
2024-07-28 20:00:00+00:00,LONG,67637.82486000001,2024-07-29 12:00:00+00:00,68067.2,4,63.48151214039311,1.3984,-8.0,56.8799121403931,time_long_no_reclaim
2024-08-06 04:00:00+00:00,LONG,54013.90062,2024-08-06 08:00:00+00:00,55188.0,1,217.36985600430137,-0.28450000000000003,-8.0,209.08535600430136,fresh_low_cont
2024-08-08 04:00:00+00:00,LONG,55113.92058,2024-08-15 16:00:00+00:00,57002.4,45,342.650168982046,0.6480000000000001,-8.0,335.29816898204604,time_long_no_reclaim
2024-08-10 08:00:00+00:00,LONG,60422.082,2024-08-10 20:00:00+00:00,60889.9,3,77.42500498410409,-0.3328,-8.0,69.09220498410409,time_long_no_reclaim
2024-08-13 20:00:00+00:00,LONG,59450.28768,2024-08-14 12:00:00+00:00,59396.9,4,-8.980222314038944,-0.01780000000000001,-8.0,-16.99802231403894,time_long_no_reclaim
2024-08-16 00:00:00+00:00,LONG,57013.80048,2024-09-01 20:00:00+00:00,57268.1,101,44.60315184377173,-1.4590000000000005,-8.0,35.14415184377172,time_long_no_reclaim
2024-08-21 04:00:00+00:00,LONG,58994.69658,2024-08-27 20:00:00+00:00,59384.5,40,66.07431559062293,1.0044,-8.0,59.078715590622934,time_long_no_reclaim
2024-08-28 08:00:00+00:00,LONG,59609.21946,2024-08-28 16:00:00+00:00,58871.1,2,-123.82639240819282,0.35760000000000003,-8.0,-131.46879240819283,time_long_no_reclaim
2024-09-01 16:00:00+00:00,LONG,58219.641599999995,2024-09-02 00:00:00+00:00,57708.7,2,-87.76103492880272,-0.37679999999999997,-8.0,-96.13783492880272,time_long_no_reclaim
2024-09-07 12:00:00+00:00,LONG,54268.95162,2024-09-08 00:00:00+00:00,54371.5,3,18.89632597254831,-0.3491,-8.0,10.547225972548311,time_long_no_reclaim
2024-09-09 12:00:00+00:00,LONG,54950.08782,2025-08-31 20:00:00+00:00,108208.4,2138,9692.125034350853,686.3859,-8.0,10370.510934350852,eod_close
2024-09-24 20:00:00+00:00,LONG,63141.42576,2024-09-25 08:00:00+00:00,63808.1,3,105.58428669856568,0.2364,-8.0,97.82068669856568,time_long_no_reclaim
2024-10-03 16:00:00+00:00,LONG,60745.1466,2024-10-04 00:00:00+00:00,60928.7,2,30.216965514739957,1.2087,-8.0,23.425665514739958,time_long_no_reclaim
2024-10-06 00:00:00+00:00,LONG,61834.76448,2024-10-09 16:00:00+00:00,61013.7,22,-132.78363504814038,5.0431,-8.0,-135.74053504814037,time_long_no_reclaim
2024-10-08 04:00:00+00:00,LONG,62203.138139999995,2024-10-08 16:00:00+00:00,62228.3,3,4.0451110269357216,1.5194,-8.0,-2.4354889730642784,time_long_no_reclaim
2024-10-11 12:00:00+00:00,LONG,60655.428660000005,2024-10-13 12:00:00+00:00,62195.3,12,253.87197387255256,1.3183999999999998,-8.0,247.19037387255256,time_long_no_reclaim
2024-10-15 00:00:00+00:00,SHORT,65887.8198,2024-10-15 08:00:00+00:00,65385.3,2,76.26899805235232,-2.0,-8.0,66.26899805235232,cap_persist
2024-10-19 20:00:00+00:00,LONG,68220.54138,2024-10-21 08:00:00+00:00,68250.9,9,4.450070226047487,5.0,-8.0,1.4500702260474867,time_long_no_reclaim
2024-10-21 20:00:00+00:00,LONG,67367.77086,2024-10-22 08:00:00+00:00,67280.6,3,-12.939549414682228,2.0,-8.0,-18.939549414682226,time_long_no_reclaim
2024-10-23 20:00:00+00:00,LONG,66214.84032,2025-08-31 20:00:00+00:00,108208.4,1872,6342.016302849252,624.8826999999998,-8.0,6958.899002849252,eod_close
2024-10-26 00:00:00+00:00,LONG,66839.16516,2024-10-26 12:00:00+00:00,66864.2,3,3.74553451409243,1.2324,-8.0,-3.0220654859075697,time_long_no_reclaim
2024-10-30 00:00:00+00:00,SHORT,72514.09428,2024-10-30 08:00:00+00:00,71995.0,2,71.58529457675033,-2.0,-8.0,61.58529457675033,time_short
2024-11-01 08:00:00+00:00,LONG,69411.57953999999,2024-11-01 16:00:00+00:00,69278.6,2,-19.158120429078053,2.0,-8.0,-25.158120429078053,time_long_no_reclaim
